territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Philadelphia / Pittsburgh,2,PA,Chester County,Spring City,19475,11283,61117,1.0335403481659509,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Bakerstown,15007,323,73352,1.1322762590735764,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Brackenridge,15014,3184,43500,0.8719489318313974,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Bradfordwoods,15015,1175,106875,1.3667355324626942,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Buena Vista,15018,821,50588,0.940308098330068,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Bulger,15019,1719,49050,0.9259039297916801,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Clinton,15026,3390,62639,1.0463303661630805,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Conway,15027,2201,42742,0.8643185650682873,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Creighton,15030,1128,34792,0.7798051855564961,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Cuddy,15031,513,50259,0.9372454551047812,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Donora,15033,4910,31107,0.737353058650895,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Dravosburg,15034,1792,41786,0.8545979003557242,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,East Mc Keesport,15035,2129,40104,0.8372212970832931,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Georgetown,15043,2458,65625,1.0709793071318479,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Glassport,15045,4483,33611,0.766455841362349,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Crescent,15046,2640,56071,0.9899552708477554,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Harwick,15049,895,43491,0.8718587255516762,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Hookstown,15050,2431,53587,0.9677788877189059,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Indianola,15051,461,51023,0.9443422415535206,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Industry,15052,3483,53333,0.9654825488781505,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Joffre,15053,154,32857,0.7578100759006967,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Lawrence,15055,1360,54918,0.9797240697591716,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Leetsdale,15056,1140,38889,0.8244414327964067,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Midland,15059,4193,35707,0.7899927456767237,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Morgan,15064,382,28542,0.7062990504914501,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,New Eagle,15067,2281,37863,0.8134932097815627,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Russellton,15076,849,37278,0.8071843322778225,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Slovan,15078,523,20093,0.5926097788369337,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Westmoreland County,Sutersville,15083,952,43438,0.8713273213650848,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Warrendale,15086,300,103889,1.3475075415545685,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Duquesne,15110,5565,20152,0.5934791947524755,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,East Pittsburgh,15112,3292,40431,0.8406276350865403,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Mckeesport,15135,5139,51870,0.9521481885458619,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pitcairn,15140,3294,35724,0.7901807799357694,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Presto,15142,1163,124867,1.4773053150865276,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Springdale,15144,4142,52059,0.9538812941760224,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Wilmerding,15148,2814,26506,0.6806416457558413,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15222,3294,63167,1.0507310039677982,0,1,1,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15225,1084,36111,0.7944492861326878,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15233,4451,33780,0.7683803396068886,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Crum Lynne,19022,3669,39243,0.8281853077039674,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Essington,19029,3971,50756,0.9418681602413623,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Holmes,19043,2664,49231,0.9276107013584434,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Woodlyn,19094,4406,47395,0.9101493962010089,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Philadelphia,19113,120,106250,1.3627333700421798,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Atglen,19310,3066,66354,1.076911403417977,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Thorndale,19372,1360,75347,1.1475705755295895,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Toughkenamon,19374,1252,95519,1.2920856555651354,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Bridgeport,19405,5127,50450,0.9390246799906317,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Frederick,19435,100,34694,0.778706157064944,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Gwynedd,19436,640,54519,0.9761585491473924,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Mont Clare,19453,1483,50000,0.934827379554867,0,,,0,0,0,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Zieglerville,19492,717,63269,1.0515790047578406,0,,,0,0,0,Sherry Quinn
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14221,53555,75189,1.1463667365969263,6,35,24,0,6,21000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Webster,14580,50587,69189,1.0996765102647397,6,,,0,6,21000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Clifton Park,12065,41776,80908,1.1891650986274274,5,4,4,0,5,17500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Troy,12180,53606,47640,0.9124987914128608,5,10,6,0,5,17500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Niagara County,Lockport,14094,50666,49849,0.9334147228494588,5,2,2,0,5,17500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Fairport,14450,41104,76552,1.156710538360328,5,6,2,0,5,17500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12309,29343,87374,1.2357696662893856,4,,,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Lancaster,14086,31847,75819,1.1511593559835278,4,1,1,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Niagara County,North Tonawanda,14120,45100,52587,0.9587063841047133,4,2,1,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Tonawanda,14150,41676,51852,0.9519829663121723,4,2,1,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14224,39889,57375,1.0014004236200016,4,5,3,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Pittsford,14534,31426,106113,1.3618545244325868,4,11,7,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14609,42571,42123,0.8580371042791117,4,3,2,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14612,34515,59216,1.0173396131670671,4,,,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14624,36296,61136,1.0337009887458897,4,2,1,0,4,14000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Montgomery County,Amsterdam,12010,28937,44256,0.8794932298960261,3,,,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Ballston Spa,12020,31192,68252,1.0922048797940707,3,,,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12203,29952,54059,0.9720316931877994,3,8,4,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12205,26977,65090,1.0666048576901679,3,10,5,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12302,27582,66021,1.0742057447075821,3,1,1,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12303,29857,61267,1.034807884573601,3,,,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12306,25636,58869,1.0143544780034905,3,,,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ulster County,Kingston,12401,35040,47225,0.9085156332306774,3,5,4,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,East Amherst,14051,19533,101660,1.3329733730095328,3,3,3,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Hamburg,14075,41937,62497,1.0451436996045091,4,4,3,1,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Orchard Park,14127,29961,77636,1.164871439211563,3,8,5,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14215,39999,31048,0.7366534656613942,3,3,2,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14225,33385,45279,0.8896001242411404,3,1,1,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14226,29267,60545,1.0286924758064317,3,10,6,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Niagara County,Niagara Falls,14304,30389,47878,0.9147752833033166,3,2,2,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ontario County,Canandaigua,14424,27007,53231,0.9645588585669289,3,2,2,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14616,28534,48975,0.9251957813670187,3,1,1,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14618,22920,81902,1.1964475785078674,3,14,11,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14626,30041,53944,0.9709972386333237,3,11,6,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Chautauqua County,Jamestown,14701,40730,35997,0.7931942833589561,3,2,2,0,3,10500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Ballston Lake,12019,14740,90897,1.2604371540129078,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Cohoes,12047,19664,47138,0.9076783934550249,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Delmar,12054,16918,94874,1.2877158081485962,2,1,1,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Fulton County,Gloversville,12078,23773,37766,0.8124505105145498,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Latham,12110,21908,76408,1.1556220970251008,3,14,10,1,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Rensselaer,12144,20555,63449,1.0530738109334625,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Watervliet,12189,17568,47263,0.908881082165873,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12208,20702,58825,1.0139753315952593,2,10,7,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12304,21482,43743,0.8743809836436305,2,3,2,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ulster County,Saugerties,12477,18787,60862,1.0313819612133088,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Genesee County,Batavia,14020,23306,42809,0.8649957288387734,2,3,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Depew,14043,24742,49369,0.9289098898323259,2,4,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,East Aurora,14052,17329,71278,1.1161541391668444,2,1,1,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Grand Island,14072,20374,80243,1.1842680153328295,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14206,20751,34293,0.7741928591570311,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14207,23552,26630,0.6822318722154092,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14213,24465,25939,0.6733223586469919,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14214,19775,38698,0.8224143539569649,2,3,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14216,22431,45764,0.8943518506027911,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14217,23480,50254,0.9371988331680806,2,1,1,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14218,19039,36362,0.7972055302299124,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14220,24227,45831,0.8950062914104319,2,3,2,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14223,22665,57076,0.9987877017131908,2,2,2,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14227,23426,49821,0.9331525382184711,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Buffalo,14228,20857,47801,0.9140393916616134,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Brockport,14420,20467,54643,0.9772680239334879,2,1,1,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ontario County,Geneva,14456,20087,48158,0.9174462771346502,2,4,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Hilton,14468,17813,64802,1.0642425689691077,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Penfield,14526,19804,77386,1.162994393255183,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Spencerport,14559,18057,69564,1.1026525717331714,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ontario County,Victor,14564,14487,76231,1.1542828151021005,2,8,4,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14606,28255,38545,0.8207869569943116,2,3,2,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14617,22789,60650,1.0295840929534865,2,,,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14620,25141,38554,0.8208827755369847,2,8,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14621,33802,23735,0.644081818074928,2,4,4,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Monroe County,Rochester,14623,27173,46149,0.8981059402121171,2,14,5,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Cattaraugus County,Olean,14760,18775,41807,0.8548126170271645,2,3,3,0,2,7000,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Altamont,12009,7164,80750,1.1880034094008958,1,7,2,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Averill Park,12018,7930,80126,1.183404326898958,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Fulton County,Broadalbin,12025,5505,56938,0.9975795221133587,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Burnt Hills,12027,3882,95690,1.2932416970320357,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Castleton On Hudson,12033,7851,68382,1.0932445496058283,1,6,2,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schoharie County,Cobleskill,12043,8509,49589,0.9309773108075146,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Greene County,Coxsackie,12051,7070,49408,0.9292767226006282,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Delanson,12053,4587,86250,1.2277953192614592,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,East Greenbush,12061,9050,84714,1.2168134900255252,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Glenmont,12077,6246,82966,1.2041941070950695,1,1,1,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Hoosick Falls,12090,6262,54716,0.9779205938408444,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Fulton County,Johnstown,12095,12606,43967,0.876616898391798,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Mechanicville,12118,13897,61389,1.0358376703981327,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Nassau,12123,5124,65458,1.0696157454234978,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Ravena,12143,5137,57371,1.0013655158072667,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Rexford,12148,4569,107540,1.3709810047368651,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Selkirk,12158,6309,79662,1.1799728760580934,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Slingerlands,12159,7896,87794,1.2387362297314666,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Stillwater,12170,4945,70377,1.1090772489788574,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Troy,12182,14733,45251,0.8893250225880839,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Columbia County,Valatie,12184,7148,78247,1.169446260046227,1,1,1,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Voorheesville,12186,6277,83846,1.210563557523042,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Saratoga County,Waterford,12188,10980,66211,1.075750347634208,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Rensselaer County,Wynantskill,12198,7903,82188,1.1985347424544914,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12202,9628,29214,0.714565318701155,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12204,7349,49993,0.9347619393478108,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12206,16395,26883,0.6854650047581885,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12209,10121,56972,0.9978773253541847,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12210,10158,32813,0.7573025004412716,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Albany County,Albany,12211,11303,95554,1.2923223564103044,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Schenectady County,Schenectady,12308,15335,40598,0.8423619497092315,1,4,2,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Greene County,Catskill,12414,10510,49396,0.9291638664047742,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ulster County,Ellenville,12428,6602,44718,0.8840719416620622,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Ulster County,Woodstock,12498,4851,65676,1.0713953782702115,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Akron,14001,9464,54052,0.971968757856651,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Alden,14004,12704,56163,0.9907670858388732,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Angola,14006,9858,58511,1.011265478043251,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Wyoming County,Arcade,14009,5672,46287,0.8994477472304278,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Wyoming County,Attica,14011,9822,61196,1.0342081109765617,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Clarence,14031,9392,68137,1.0912843462260327,1,1,1,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Clarence Center,14032,7989,94092,1.282397821148098,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Derby,14047,6440,65554,1.0703998015408216,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Chautauqua County,Dunkirk,14048,15072,39566,0.8315866234492397,1,1,1,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Eden,14057,8116,61292,1.035018989724572,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Elma,14059,8933,75511,1.1488187956045495,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Chautauqua County,Fredonia,14063,14870,47982,0.9157682761376696,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Getzville,14068,7150,71452,1.1175156563279849,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Gowanda,14070,6732,45192,0.8887450653423673,1,,,0,1,3500,Jim & Anne Weeks
Buffalo / Rochester / Albany,3,NY,Erie County,Lake View,14085,7353,86092,1.2266702144239592,1,,,0,1,3500,Jim & Anne Weeks
